Student ID,Student Name,Campus Location,Study Mode,Course Name,Application Date,Agent Name,Application Stage,Business Development Manager,Total Fee,Fee Paid,Intake Name,Date of Birth,Date Conditional Offer,Date Unconditional Offer,Date Enrolled,Email
S0142,Ashley Ford,Madrid,Part-time,BA Economics,10/17/2024,EduPath,Conditional Offer,Emma Brown,23590,6604,25-May,2/3/2003,10/28/2024,,,kkennedy@hotmail.com
S0143,Jordan Munoz,Berlin,Part-time,BA Economics,12/20/2024,Future Abroad,Unconditional Offer,Alice Johnson,12433,9668,25-Jan,8/11/2003,4/29/2025,6/15/2025,,vangalyssa@gmail.com
S0144,Sandra Bird,Paris,Weekend,BA Economics,1/16/2025,EduPath,Enquiry,Maria Garcia,14094,27,25-Sep,2/16/2003,,,,rfreeman@johnson.com
S0145,Angel Moore,Berlin,Part-time,MSc Data Science,10/31/2024,EduPath,Unconditional Offer,Alice Johnson,13023,10389,25-May,9/28/1995,2/20/2025,3/10/2025,,drakekimberly@hughes-patel.com
S0146,Zachary Hall,Paris,Evening,MBA,2/24/2025,Global Edu,Withdrawn,Emma Brown,21887,460,25-Jan,12/13/2002,,,,bennettrobin@palmer.info
S0147,Kathleen Gonzalez,Dublin,Weekend,BA Economics,7/10/2024,Future Abroad,Enrolled,Emma Brown,9970,9593,25-Jan,4/21/1992,3/30/2025,4/29/2025,5/16/2025,jenkinsjeffrey@yahoo.com
S0148,Ray Jones,Madrid,Evening,BSc Computer Science,6/24/2025,EduPath,Conditional Offer,Alice Johnson,20362,1405,25-May,12/11/2002,6/25/2025,,,zmcdonald@ramos.com
S0149,John Quinn III,Madrid,Evening,MBA,7/11/2024,Bright Horizons,Unconditional Offer,Maria Garcia,11831,9027,25-May,5/19/2002,1/2/2025,6/25/2025,,davidthomas@gmail.com
S0150,Cody Good,Paris,Part-time,BA Economics,7/29/2024,EduPath,Conditional Offer,Maria Garcia,18381,567,25-May,8/12/1995,12/29/2024,,,howardjennifer@yahoo.com
S0151,Cynthia Porter,Madrid,Weekend,BSc Computer Science,4/23/2025,Global Edu,Enrolled,Alice Johnson,15242,7847,25-May,4/26/1991,5/9/2025,7/1/2025,7/1/2025,charlesramirez@hotmail.com
S0152,Samuel Ramsey,Dublin,Full-time,BSc Computer Science,7/3/2024,EduPath,Enrolled,Robert Smith,12505,10957,25-Jan,11/27/2000,11/12/2024,4/12/2025,4/25/2025,vsmith@gmail.com
S0153,John Silva,Madrid,Full-time,BBA,10/11/2024,Bright Horizons,Unconditional Offer,Emma Brown,19771,13839,25-May,6/26/1993,2/6/2025,6/15/2025,,deborah32@downs-miller.info
S0154,Brian Jenkins,London,Weekend,BSc Computer Science,8/3/2024,Future Abroad,Conditional Offer,David Lee,11666,610,25-Sep,8/26/1998,9/13/2024,,,michele66@zamora-curtis.com
S0155,Monica Santana,Madrid,Weekend,BBA,10/6/2024,EduPath,Conditional Offer,Maria Garcia,16627,1260,25-Jan,7/29/1991,11/27/2024,,,sarah75@gmail.com
S0156,Taylor Paul,Madrid,Full-time,BBA,12/26/2024,EduPath,Enrolled,Alice Johnson,18931,16578,25-May,5/6/1998,3/9/2025,4/8/2025,5/11/2025,georgetrevino@giles.com
S0157,Courtney Gallegos,London,Evening,BBA,5/28/2025,Bright Horizons,Enquiry,Maria Garcia,14820,476,25-Sep,11/23/2000,,,,sanderslaurie@hotmail.com
S0158,Jake Duke,Dublin,Part-time,MSc Marketing,3/26/2025,Bright Horizons,Enrolled,Alice Johnson,17077,16752,25-May,4/17/2006,6/6/2025,6/13/2025,6/22/2025,jason09@singh.info
S0159,Nathaniel Hudson,Madrid,Full-time,MBA,9/5/2024,Bright Horizons,Conditional Offer,Alice Johnson,11642,1907,25-May,3/3/1997,11/1/2024,,,millerbrittany@gmail.com
S0160,Tina Clark,Paris,Part-time,BBA,3/22/2025,EduPath,Unconditional Offer,Maria Garcia,18380,17228,25-Jan,10/23/1991,6/4/2025,6/17/2025,,efitzgerald@yahoo.com
S0161,Dr. Jennifer Edwards,Berlin,Part-time,MSc Marketing,7/18/2024,Future Abroad,Unconditional Offer,David Lee,12517,12443,25-Sep,10/31/1989,8/17/2024,8/24/2024,,donovanjacob@atkinson.com
S0162,Kathleen Wheeler,Paris,Part-time,MBA,2/2/2025,Global Edu,Conditional Offer,Emma Brown,12366,2293,25-Jan,2/23/1991,4/22/2025,,,calebgonzalez@mcdaniel-villanueva.net
S0163,Whitney Saunders,Dublin,Full-time,MSc Data Science,3/1/2025,Global Edu,Conditional Offer,David Lee,20261,620,25-May,12/21/2003,5/17/2025,,,vwilkerson@hotmail.com
S0164,Mrs. Emily Torres DVM,Paris,Part-time,BSc Computer Science,10/16/2024,UniBridge,Enrolled,Maria Garcia,16567,11739,25-Sep,4/16/1993,1/26/2025,4/20/2025,6/10/2025,heathermorrow@hotmail.com
S0165,Phillip Pennington,Paris,Weekend,MSc Marketing,8/9/2024,Bright Horizons,Enrolled,Alice Johnson,19192,18533,25-Jan,9/6/2000,1/14/2025,1/24/2025,6/21/2025,qbennett@yahoo.com
S0166,Luke York,Madrid,Full-time,MSc Marketing,5/18/2025,EduPath,Unconditional Offer,Alice Johnson,9108,5473,25-Jan,10/24/1996,6/24/2025,6/29/2025,,gnavarro@thompson-gonzalez.biz
S0167,David Davis,Dublin,Evening,MSc Data Science,9/29/2024,Future Abroad,Enrolled,David Lee,15955,12705,25-May,12/15/2003,11/17/2024,5/7/2025,5/10/2025,williamsamy@hotmail.com
S0168,Bryan Walker,Madrid,Full-time,BA Economics,4/11/2025,UniBridge,Withdrawn,Alice Johnson,11080,129,25-May,9/25/1989,,,,hlong@gmail.com
S0169,Tara Reynolds,Berlin,Evening,MSc Data Science,6/10/2025,UniBridge,Conditional Offer,Maria Garcia,11755,1608,25-May,8/22/1990,6/10/2025,,,deanstacey@coleman.org
S0170,Andrew Schultz,London,Evening,MBA,8/4/2024,UniBridge,Conditional Offer,Maria Garcia,23635,1460,25-Jan,12/2/2006,3/13/2025,,,jstafford@gmail.com
S0171,Casey Smith,London,Weekend,BSc Computer Science,3/13/2025,EduPath,Conditional Offer,Robert Smith,9335,1040,25-Sep,6/15/1990,5/7/2025,,,francis11@hotmail.com
S0172,Sandra Gonzalez,London,Part-time,BSc Computer Science,1/17/2025,EduPath,Conditional Offer,David Lee,12731,1863,25-Jan,2/25/1998,2/21/2025,,,wcarroll@yahoo.com
S0173,Tiffany Conley,Berlin,Weekend,BA Economics,7/16/2024,Bright Horizons,Conditional Offer,David Lee,22516,4439,25-May,11/23/2002,3/3/2025,,,kristenbarton@gmail.com
S0174,Abigail Chase,Paris,Part-time,BBA,9/13/2024,Future Abroad,Conditional Offer,Alice Johnson,18529,4519,25-May,2/15/2005,12/4/2024,,,vincent07@gmail.com
S0175,Valerie Flores,Madrid,Weekend,MSc Marketing,7/7/2024,Bright Horizons,Conditional Offer,David Lee,9256,1409,25-May,6/29/1992,4/1/2025,,,taylorreed@yahoo.com
S0176,Lisa Howard,Berlin,Evening,BSc Computer Science,8/9/2024,Bright Horizons,Conditional Offer,Emma Brown,22663,5972,25-May,4/14/2002,5/12/2025,,,brendawashington@hotmail.com
S0177,Shawn Solis,London,Evening,BBA,7/17/2024,UniBridge,Enrolled,David Lee,9989,8740,25-May,7/10/2002,11/10/2024,6/16/2025,6/29/2025,staciehoward@cross.org
S0178,Matthew Silva,Paris,Evening,BSc Computer Science,7/13/2024,EduPath,Enrolled,David Lee,22519,20204,25-Jan,7/18/2001,9/27/2024,5/12/2025,5/21/2025,nguyendavid@harris.info
S0179,Gary Rodriguez,Dublin,Evening,BSc Computer Science,2/24/2025,Future Abroad,Unconditional Offer,Alice Johnson,10828,9374,25-May,9/2/1989,3/26/2025,5/22/2025,,ocarey@graham.com
S0180,Jason Green,Madrid,Part-time,BBA,11/30/2024,Bright Horizons,Unconditional Offer,Alice Johnson,10736,8770,25-Sep,12/30/1997,1/9/2025,4/1/2025,,edwardstravis@gmail.com
S0181,Nancy Peterson,Dublin,Full-time,BA Economics,6/27/2025,UniBridge,Enrolled,Maria Garcia,16469,16097,25-Sep,10/9/1996,7/1/2025,7/1/2025,7/1/2025,cassandrawilkins@moore.com
S0182,David Jenkins,Dublin,Evening,MBA,5/2/2025,UniBridge,Unconditional Offer,Robert Smith,9174,9160,25-Sep,12/27/1990,6/17/2025,6/29/2025,,beckgary@yahoo.com
S0183,Gloria Shaw,Madrid,Full-time,MSc Marketing,7/16/2024,EduPath,Conditional Offer,Emma Brown,10483,2684,25-May,7/4/2002,11/29/2024,,,stonejason@woodard.com
S0184,Michael Parker,London,Full-time,BBA,4/11/2025,EduPath,Conditional Offer,David Lee,15312,2597,25-Sep,4/4/2007,5/29/2025,,,hernandezkatie@gmail.com
S0185,Natalie Mcdowell,Dublin,Part-time,BSc Computer Science,4/17/2025,UniBridge,Enrolled,Maria Garcia,20798,19051,25-Jan,8/20/1998,5/7/2025,5/11/2025,5/12/2025,ismith@williams.biz
S0186,Daniel Pope,Berlin,Full-time,MBA,10/5/2024,EduPath,Enquiry,Robert Smith,13512,467,25-Sep,5/28/1990,,,,ddavis@yahoo.com
S0187,Victoria Dawson,Paris,Evening,BBA,8/8/2024,EduPath,Conditional Offer,Emma Brown,16158,2229,25-Jan,7/18/1997,2/26/2025,,,michael67@garrett.biz
S0188,Andrea Barajas,Madrid,Part-time,MSc Marketing,10/5/2024,Future Abroad,Conditional Offer,David Lee,14927,3525,25-May,2/11/1995,4/26/2025,,,christina42@villegas-austin.org
S0189,Jeffrey Mcintosh,Dublin,Full-time,MSc Marketing,1/21/2025,Future Abroad,Unconditional Offer,Alice Johnson,13740,9184,25-Sep,4/27/2005,1/27/2025,3/2/2025,,torresjose@long.com
S0190,Dana Smith,Berlin,Part-time,BSc Computer Science,9/29/2024,Global Edu,Conditional Offer,Emma Brown,20363,3841,25-Jan,4/4/1990,3/17/2025,,,xcohen@hotmail.com
S0191,Ryan Chavez,London,Evening,BA Economics,6/30/2025,Future Abroad,Enrolled,Robert Smith,10502,10445,25-May,8/13/2002,7/1/2025,7/1/2025,7/1/2025,josephjordan@thomas-copeland.com
S0192,Frederick Mendoza,Madrid,Evening,BA Economics,2/1/2025,Global Edu,Unconditional Offer,Alice Johnson,23019,21305,25-May,8/19/1996,5/26/2025,6/6/2025,,kcruz@hill-martin.com
S0193,Sydney Scott,Madrid,Part-time,BA Economics,9/22/2024,Global Edu,Enquiry,Maria Garcia,10186,119,25-Sep,9/23/1994,,,,kevin40@jones.org
S0194,Destiny Parsons,Paris,Part-time,BA Economics,11/19/2024,Bright Horizons,Conditional Offer,Robert Smith,9600,1289,25-Jan,7/23/2005,4/23/2025,,,cruzlaura@hotmail.com
S0195,Carla Patrick,Paris,Part-time,MSc Data Science,4/9/2025,EduPath,Enrolled,Maria Garcia,19123,15503,25-Jan,8/22/2004,4/25/2025,6/8/2025,6/14/2025,meyerwendy@hotmail.com
S0196,David Morris,Paris,Part-time,BSc Computer Science,3/24/2025,UniBridge,Conditional Offer,Robert Smith,10909,3041,25-Jan,8/21/1990,5/17/2025,,,browndeborah@oneill-carter.biz
S0197,Laura Torres,Paris,Part-time,BBA,4/26/2025,UniBridge,Conditional Offer,David Lee,12684,3259,25-Jan,1/15/1996,6/29/2025,,,ywright@stanley-sullivan.com
S0198,Brian Snyder,London,Full-time,MSc Marketing,12/19/2024,UniBridge,Enrolled,David Lee,20109,19526,25-Jan,4/18/1998,6/22/2025,6/24/2025,6/25/2025,vincentlopez@shepherd.com
S0199,Heather Kelley,London,Weekend,MSc Marketing,5/26/2025,UniBridge,Conditional Offer,David Lee,20900,4899,25-May,9/6/1992,6/30/2025,,,edwardsgarrett@yahoo.com
S0200,Nicholas Thompson DVM,Berlin,Full-time,BSc Computer Science,9/22/2024,UniBridge,Conditional Offer,Robert Smith,24518,6271,25-May,5/22/1994,4/9/2025,,,allenjohn@parker.com
S0201,Julie Banks,Dublin,Full-time,BBA,7/17/2024,EduPath,Unconditional Offer,David Lee,12761,9650,25-May,2/5/2003,8/30/2024,8/30/2024,,stevenmiller@johnson.info
S0202,Charles Bennett,Berlin,Evening,MSc Marketing,4/1/2025,Bright Horizons,Enrolled,David Lee,12101,10956,25-Jan,6/16/2007,6/4/2025,6/10/2025,6/24/2025,deborah76@lopez-evans.biz
S0203,Keith Walker,Madrid,Full-time,BA Economics,12/26/2024,Global Edu,Conditional Offer,Emma Brown,21481,5544,25-May,2/27/1996,1/13/2025,,,seth25@eaton.org
S0204,Christina Walls,Madrid,Full-time,BA Economics,10/19/2024,UniBridge,Enrolled,Robert Smith,18793,18387,25-May,5/12/2005,11/17/2024,3/10/2025,5/29/2025,andersonlisa@gmail.com
S0205,Kevin Kemp,Madrid,Evening,MBA,9/20/2024,Bright Horizons,Enrolled,Robert Smith,19528,14887,25-Jan,4/28/1992,1/6/2025,6/29/2025,6/29/2025,gespinoza@watson-brady.com
S0206,Michael Livingston,London,Weekend,BBA,6/6/2025,Global Edu,Unconditional Offer,David Lee,17219,10700,25-Jan,3/25/1993,6/16/2025,6/27/2025,,dudleytimothy@gmail.com
S0207,Amanda Wagner,London,Full-time,MSc Marketing,1/7/2025,UniBridge,Enquiry,Emma Brown,24656,252,25-May,10/5/1990,,,,amonroe@yahoo.com
S0208,Troy Taylor,Berlin,Part-time,BA Economics,4/3/2025,UniBridge,Enrolled,Alice Johnson,13964,7788,25-Sep,5/24/1998,5/3/2025,6/26/2025,6/29/2025,matthewssarah@yahoo.com
S0209,Joshua Randall,Paris,Weekend,BBA,7/29/2024,Future Abroad,Enquiry,Maria Garcia,23017,155,25-Sep,1/29/1999,,,,vcoleman@gmail.com
S0210,Kevin Page,Madrid,Part-time,BA Economics,8/29/2024,UniBridge,Enquiry,Robert Smith,12556,342,25-May,2/17/1998,,,,kjohnson@melendez.com
S0211,Keith Brown,Paris,Full-time,BA Economics,8/24/2024,Future Abroad,Conditional Offer,Alice Johnson,19644,3065,25-May,12/16/2004,2/18/2025,,,tchen@price.com
S0212,Gregory Walter,Madrid,Weekend,MSc Data Science,7/20/2024,EduPath,Withdrawn,Alice Johnson,11737,455,25-Sep,2/17/1996,,,,jenningsheather@bradley-roy.com
S0213,Tyler Perez,Dublin,Part-time,BSc Computer Science,11/13/2024,Global Edu,Enquiry,David Lee,22697,51,25-May,12/9/2000,,,,nrich@gmail.com
S0214,Gavin Williams,Paris,Evening,BSc Computer Science,3/19/2025,Bright Horizons,Enrolled,Alice Johnson,11519,9076,25-May,1/6/1999,5/31/2025,6/25/2025,6/26/2025,mwarner@shaw.org
S0215,Lindsay Nelson,Dublin,Full-time,MBA,6/13/2025,Global Edu,Enrolled,Maria Garcia,14214,13173,25-Sep,2/5/1997,6/14/2025,6/29/2025,6/29/2025,martineztravis@gmail.com
S0216,Adam Gomez,Dublin,Full-time,MSc Data Science,11/27/2024,Global Edu,Enrolled,David Lee,24579,18736,25-Jan,6/19/1996,2/28/2025,3/26/2025,6/27/2025,wisemark@hotmail.com
S0217,Cynthia Griffin,Berlin,Full-time,MSc Marketing,2/1/2025,EduPath,Enquiry,Maria Garcia,11027,415,25-May,6/20/1995,,,,cristinagomez@gonzalez-patel.org
S0218,Gregory Wilson,Paris,Part-time,BA Economics,1/9/2025,Bright Horizons,Conditional Offer,Alice Johnson,24600,6843,25-May,12/7/1996,6/1/2025,,,justin20@miller-schneider.com
S0219,Lori Robinson,Madrid,Evening,MBA,7/30/2024,UniBridge,Withdrawn,Alice Johnson,21150,366,25-May,5/22/2002,,,,morrisluke@hotmail.com
S0220,Brian Browning,Berlin,Weekend,MSc Data Science,10/24/2024,Global Edu,Withdrawn,Alice Johnson,10055,423,25-Sep,3/2/2006,,,,robertspatrick@johnson.com
S0221,Kyle Hernandez,Berlin,Part-time,MSc Data Science,10/13/2024,Future Abroad,Conditional Offer,Robert Smith,12449,1676,25-Sep,4/10/2004,2/1/2025,,,vanessa19@smith-fuentes.com
S0222,Misty Wright,London,Evening,BSc Computer Science,1/27/2025,UniBridge,Conditional Offer,Alice Johnson,20863,5221,25-Sep,8/8/1994,4/30/2025,,,djohnson@wilson.com
S0223,Steven Mccarthy,Berlin,Weekend,MSc Data Science,4/9/2025,Future Abroad,Enrolled,David Lee,18353,16980,25-May,1/5/1995,4/18/2025,5/23/2025,6/23/2025,sthompson@yahoo.com
S0224,Diana Williams,Berlin,Full-time,BSc Computer Science,8/15/2024,Future Abroad,Enrolled,Emma Brown,16381,13108,25-Sep,4/24/2002,3/17/2025,5/9/2025,6/13/2025,elizabeth11@yahoo.com
S0225,Emily Reed,Dublin,Full-time,MSc Marketing,12/31/2024,Global Edu,Enrolled,David Lee,20370,19703,25-Jan,8/28/2006,1/23/2025,3/26/2025,5/13/2025,frystacy@yahoo.com
S0226,David Rodriguez,Berlin,Weekend,BA Economics,5/22/2025,Global Edu,Conditional Offer,Maria Garcia,13555,4016,25-May,4/14/1993,5/29/2025,,,dakota82@johnston.com
S0227,Andres Meyers,London,Full-time,MBA,4/12/2025,UniBridge,Conditional Offer,David Lee,19227,5667,25-May,7/21/1991,5/1/2025,,,hesspatricia@wilson.com
S0228,Bryan Campbell,London,Part-time,BSc Computer Science,4/20/2025,Bright Horizons,Enrolled,Maria Garcia,15206,11151,25-Jan,5/5/1994,4/22/2025,6/29/2025,6/29/2025,srivera@yahoo.com
S0229,Joseph Johnston,Madrid,Full-time,BSc Computer Science,6/12/2025,EduPath,Enrolled,Emma Brown,13373,9297,25-Sep,6/5/2003,6/12/2025,6/24/2025,6/25/2025,imoss@yahoo.com
S0230,Tyler Carrillo,London,Weekend,BSc Computer Science,11/7/2024,Bright Horizons,Enrolled,Emma Brown,20657,13922,25-Sep,3/22/2003,3/12/2025,6/18/2025,6/25/2025,weberwayne@hotmail.com
S0231,Kelsey Singh,London,Full-time,BSc Computer Science,11/17/2024,EduPath,Enquiry,Emma Brown,17680,335,25-May,3/19/1997,,,,williamharper@yahoo.com
S0232,Christopher Camacho,London,Evening,MBA,7/9/2024,UniBridge,Enrolled,Robert Smith,10161,6929,25-May,6/11/1993,2/12/2025,6/19/2025,6/23/2025,bjenkins@yahoo.com
S0233,Teresa Pratt,Berlin,Part-time,BA Economics,3/6/2025,EduPath,Enquiry,David Lee,15911,6,25-Jan,10/23/1990,,,,kimlauren@robinson-nguyen.com
S0234,Michelle Mcclure,Berlin,Weekend,MSc Marketing,7/10/2024,Bright Horizons,Enquiry,Alice Johnson,13144,471,25-May,6/16/2006,,,,bennettnicole@hotmail.com
S0235,Jason Smith,Berlin,Part-time,MSc Data Science,11/18/2024,EduPath,Unconditional Offer,Maria Garcia,15552,8941,25-Sep,6/3/2003,5/27/2025,5/30/2025,,jessicakrueger@yahoo.com
S0236,Edward Poole,London,Weekend,BA Economics,10/21/2024,EduPath,Conditional Offer,Alice Johnson,21328,4432,25-May,12/9/1994,6/23/2025,,,ccasey@payne.net
S0237,Timothy Tanner,Berlin,Full-time,BA Economics,2/9/2025,Bright Horizons,Enrolled,Maria Garcia,24988,19277,25-Sep,12/25/1995,5/10/2025,5/31/2025,6/17/2025,wendysmith@gmail.com
S0238,William Wood,Paris,Weekend,BA Economics,6/9/2025,Global Edu,Withdrawn,Robert Smith,15605,423,25-Sep,2/25/1998,,,,bhart@morrison.com
S0239,Julie Cole,Paris,Evening,BSc Computer Science,1/5/2025,Bright Horizons,Enrolled,David Lee,10526,8430,25-May,10/30/1996,2/18/2025,6/3/2025,6/14/2025,hferguson@garner.com
S0240,Patrick Davis,Berlin,Weekend,MSc Data Science,3/11/2025,EduPath,Conditional Offer,David Lee,23666,4163,25-Sep,8/3/2006,5/25/2025,,,qscott@gmail.com
S0241,Richard Davis,Paris,Part-time,BBA,7/14/2024,EduPath,Conditional Offer,Robert Smith,18325,1972,25-May,2/12/1990,9/14/2024,,,paul90@yahoo.com
S0242,Toni Garcia,Dublin,Part-time,BSc Computer Science,1/8/2025,EduPath,Enquiry,Emma Brown,18437,355,25-Jan,1/22/1992,,,,matthew37@gmail.com
S0243,Heather Yang,Madrid,Evening,BSc Computer Science,3/25/2025,Global Edu,Enrolled,David Lee,11261,7575,25-Sep,10/12/1994,5/29/2025,7/1/2025,7/1/2025,jasoncurry@hotmail.com
S0244,Hector Gibson,Madrid,Part-time,MBA,7/14/2024,EduPath,Unconditional Offer,Alice Johnson,13617,12300,25-May,4/20/1990,7/20/2024,1/29/2025,,ndelacruz@martin.info
S0245,Gilbert Thompson,Paris,Part-time,MSc Data Science,10/12/2024,Bright Horizons,Unconditional Offer,David Lee,14434,13700,25-Jan,6/10/2004,11/12/2024,12/13/2024,,ewilliams@zamora.com
S0246,Melissa Green,Dublin,Full-time,BA Economics,12/27/2024,Global Edu,Withdrawn,Emma Brown,12195,157,25-Sep,2/9/1996,,,,ashley49@yahoo.com
S0247,Monica Hopkins,Madrid,Full-time,BSc Computer Science,4/8/2025,Bright Horizons,Enrolled,Alice Johnson,20654,18625,25-Sep,7/7/1996,5/3/2025,6/12/2025,6/24/2025,alexander14@gmail.com
S0248,Keith Marshall,Berlin,Evening,BSc Computer Science,10/19/2024,Future Abroad,Conditional Offer,Robert Smith,22201,1107,25-Sep,3/19/1994,4/17/2025,,,jennifergallagher@hotmail.com
S0249,Michael Rodriguez,Berlin,Full-time,MBA,4/29/2025,EduPath,Enrolled,Maria Garcia,12412,10278,25-Jan,8/14/2006,6/15/2025,6/16/2025,6/16/2025,gmorrison@martin.com
S0250,Eric Jarvis,Berlin,Full-time,MSc Marketing,7/15/2024,Future Abroad,Enquiry,Robert Smith,19659,235,25-Jan,5/14/1995,,,,jenniferstewart@liu.com
S0251,Ronald James,Paris,Part-time,MSc Data Science,7/29/2024,UniBridge,Enrolled,Emma Brown,22755,15941,25-Sep,7/26/1998,12/22/2024,5/19/2025,5/24/2025,lindsey00@gmail.com
S0252,Beverly Velasquez,Paris,Evening,BBA,5/30/2025,Future Abroad,Enrolled,Robert Smith,14391,13202,25-May,9/5/1991,7/1/2025,7/1/2025,7/1/2025,lisahenderson@stephens.net
S0253,Anna Reynolds,Berlin,Part-time,MSc Data Science,5/20/2025,UniBridge,Enrolled,Alice Johnson,24366,13702,25-May,4/30/1995,6/26/2025,6/26/2025,6/26/2025,hallscott@gmail.com
S0254,Gina Woods,Dublin,Full-time,BSc Computer Science,5/1/2025,Bright Horizons,Enquiry,Emma Brown,18138,402,25-Sep,5/29/1994,,,,stephanie14@fox.com
S0255,Nathan Cordova,Berlin,Part-time,MSc Data Science,4/13/2025,Future Abroad,Conditional Offer,Robert Smith,24437,5391,25-May,9/16/2005,6/1/2025,,,matthewsdaniel@hotmail.com
S0256,Raymond Mcmahon,Berlin,Part-time,BBA,4/26/2025,UniBridge,Enquiry,Maria Garcia,9082,337,25-Sep,10/19/2005,,,,brownmarvin@obrien-ellis.com
S0257,Jose Freeman,Berlin,Part-time,MSc Marketing,2/15/2025,UniBridge,Conditional Offer,Maria Garcia,13249,572,25-May,9/2/2002,4/3/2025,,,geoffreygray@herman-warren.info
S0258,Ashley Miller,Berlin,Full-time,BSc Computer Science,9/30/2024,EduPath,Conditional Offer,David Lee,13975,2804,25-Sep,5/14/1993,6/23/2025,,,josephhowe@sanchez.net
S0259,Stacie Morales,Berlin,Part-time,BBA,11/19/2024,Future Abroad,Unconditional Offer,Maria Garcia,17661,11812,25-Jan,10/16/1990,11/29/2024,2/26/2025,,larry69@browning.com
S0260,Nicholas Underwood,Berlin,Evening,BBA,11/6/2024,Global Edu,Unconditional Offer,Alice Johnson,18476,9307,25-Sep,12/25/2001,6/22/2025,6/22/2025,,robertreynolds@hotmail.com
S0261,Heather Scott,Berlin,Evening,MBA,4/3/2025,Future Abroad,Enquiry,Maria Garcia,12396,478,25-Sep,9/4/1989,,,,hgonzalez@cox-graham.com
S0262,Jason Boyer,Dublin,Evening,MSc Data Science,3/17/2025,EduPath,Conditional Offer,Maria Garcia,20096,3875,25-Jan,12/23/1993,3/30/2025,,,lpatel@yahoo.com
S0263,Clarence Simpson,Dublin,Full-time,MSc Data Science,8/26/2024,EduPath,Enrolled,Emma Brown,17793,16916,25-Sep,6/7/1990,12/21/2024,5/27/2025,6/10/2025,bradleytran@lopez.com
S0264,Michael Smith,Paris,Part-time,BSc Computer Science,2/10/2025,Global Edu,Enquiry,Maria Garcia,14149,194,25-Sep,3/13/1999,,,,kenneth24@wise.com
S0265,Luis Harris,Berlin,Evening,BBA,5/5/2025,Global Edu,Unconditional Offer,Robert Smith,12772,8576,25-May,11/2/1995,5/20/2025,6/29/2025,,fryedward@harrison.com
S0266,Micheal Brown,Dublin,Evening,MSc Data Science,9/18/2024,Future Abroad,Conditional Offer,Emma Brown,10574,3006,25-Jan,8/24/2006,10/11/2024,,,jessicapeterson@wright-macdonald.com
S0267,Danny Garcia,Berlin,Evening,BBA,4/11/2025,Bright Horizons,Unconditional Offer,Emma Brown,23619,13302,25-May,4/24/2004,5/29/2025,6/20/2025,,anthonyhunt@henderson-morgan.com
S0268,Ronald Sanders,Paris,Weekend,BA Economics,1/29/2025,EduPath,Withdrawn,David Lee,20686,185,25-May,9/19/2000,,,,henry09@hotmail.com
S0269,Crystal Evans,Dublin,Weekend,BSc Computer Science,9/5/2024,EduPath,Conditional Offer,Maria Garcia,18357,4687,25-May,7/16/1994,1/30/2025,,,washingtonalex@ramirez-ayala.net
S0270,Christopher Baker,Paris,Part-time,BSc Computer Science,11/24/2024,Global Edu,Enrolled,Maria Garcia,21552,20017,25-Sep,7/5/1996,1/11/2025,1/21/2025,4/16/2025,ashleyedwards@gallagher.com
S0271,Sheila Williams,London,Part-time,MSc Marketing,9/27/2024,Future Abroad,Enquiry,David Lee,19631,77,25-Sep,7/16/2000,,,,ruthleonard@walker-burke.com
S0272,Nicole Clarke,London,Full-time,BA Economics,11/5/2024,Global Edu,Enrolled,Maria Garcia,24048,21786,25-May,4/30/1990,12/23/2024,2/20/2025,5/5/2025,trevinoalexis@yahoo.com
S0273,Scott Ibarra,Paris,Weekend,BSc Computer Science,2/3/2025,UniBridge,Unconditional Offer,Robert Smith,22920,19375,25-Sep,4/17/1993,2/27/2025,4/23/2025,,frazierjason@medina.com
S0274,Yvette Li,Paris,Part-time,MBA,10/28/2024,EduPath,Enrolled,Maria Garcia,12988,10452,25-Jan,5/27/1990,4/12/2025,5/29/2025,6/30/2025,sanchezmarcia@gmail.com
